Tweet:lihat magnus chase ... lihat price tag ... ummmmmm ... im fine ... yas ... ok ... 	 ReaderName:maya_มะยๅ 	 ReaderScreenName:mypxckyyy 	 ReaderId:261068778 	 userLocation:my cave 	 FollowersCount:464 	 FriendsCount:245 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-27 03:09:19 
Tweet:RT @MightaZerie: #Giveaway RT+ Follow to win Greek Heroes &amp; Magnus Chase PB with a CHB Tee! Ends 10/31. May the gods be in your favor. http… 	 ReaderName:kaitlyn 	 ReaderScreenName:pinchedbychaol 	 ReaderId:2283992249 	 userLocation: 	 FollowersCount:947 	 FriendsCount:610 	 CreatedTime:False 	 Retweeted:377 	 RetweetCount:2015-10-26 15:15:51 
Tweet:RT @MightaZerie: #Giveaway RT+ Follow to win Greek Heroes &amp; Magnus Chase PB with a CHB Tee! Ends 10/31. May the gods be in your favor. http… 	 ReaderName:K.L. Phelps 	 ReaderScreenName:KL_Phelps 	 ReaderId:1945362337 	 userLocation: 	 FollowersCount:623 	 FriendsCount:780 	 CreatedTime:False 	 Retweeted:377 	 RetweetCount:2015-10-26 15:15:23 
Tweet:RT @NYMediaWorks: #Giveaway: Enter 2 win a signed copy of @camphalfblood's #MagnusChase! https://t.co/lxxlniqQPc #kidlit #bookblogger https… 	 ReaderName:BethBC 	 ReaderScreenName:BethBC 	 ReaderId:15396565 	 userLocation:Portland, OR 	 FollowersCount:2023 	 FriendsCount:2088 	 CreatedTime:False 	 Retweeted:6 	 RetweetCount:2015-10-26 15:14:16 
Tweet:RT @MightaZerie: #Giveaway RT+ Follow to win Greek Heroes &amp; Magnus Chase PB with a CHB Tee! Ends 10/31. May the gods be in your favor. http… 	 ReaderName:Joanna Stark 	 ReaderScreenName:JoannaDerpina 	 ReaderId:150227562 	 userLocation:Westeros | Idris | Adarlan 	 FollowersCount:712 	 FriendsCount:579 	 CreatedTime:False 	 Retweeted:377 	 RetweetCount:2015-10-26 15:13:12 
Tweet:RT @SymphSpaceKids: If you saw Rick Riordan's last Thalia Kids' Book Club at Symphony Space (or even if you didn't), check out this... http… 	 ReaderName:BethBC 	 ReaderScreenName:BethBC 	 ReaderId:15396565 	 userLocation:Portland, OR 	 FollowersCount:2023 	 FriendsCount:2088 	 CreatedTime:False 	 Retweeted:1 	 RetweetCount:2015-10-26 15:11:49 
Tweet:I really need to get my life together bc I'm dead-PTX+Tabinof+magnus chase etc what? Say what? Whaat? 	 ReaderName:PTX sharvi 	 ReaderScreenName:FanaticSharvi 	 ReaderId:2877925855 	 userLocation: 	 FollowersCount:263 	 FriendsCount:908 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-26 15:08:34 
Tweet:Trying to finish Magnus Chase while doing acads 😂 	 ReaderName:Iyadora 	 ReaderScreenName:caitmikay 	 ReaderId:424713673 	 userLocation:DVO ▼ BXU 	 FollowersCount:306 	 FriendsCount:161 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-26 15:08:21 
Tweet:The moment I start reading the page of Magnus Chase, I can't stop. It's so good. 😍. 👍 for @camphalfblood 	 ReaderName:No one 	 ReaderScreenName:SimoneeChan 	 ReaderId:2923993309 	 userLocation:PH 	 FollowersCount:32 	 FriendsCount:22 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-26 14:58:33 
Tweet:Took my son a day to finish Magnus Chase by @camphalfblood; took me a week. Both of us ranked it almost as good as the first Percy novel! 	 ReaderName:Larry Ketchersid 	 ReaderScreenName:lketchersid 	 ReaderId:8556262 	 userLocation:Tomball TX 	 FollowersCount:1078 	 FriendsCount:1642 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-26 14:53:51 
Tweet:RT @cursedbythegods: *reads about magnus chase mentioning annabeth once in about one dialogue* MY HEART AND MY SOUL AND MY ONE TRUE QUEEN 	 ReaderName:just read. 	 ReaderScreenName:rikkamaey 	 ReaderId:169032096 	 userLocation:Republic City 	 FollowersCount:1042 	 FriendsCount:968 	 CreatedTime:False 	 Retweeted:4 	 RetweetCount:2015-10-26 14:53:13 
Tweet:RT @cursedbythegods: *reads about magnus chase mentioning annabeth once in about one dialogue* MY HEART AND MY SOUL AND MY ONE TRUE QUEEN 	 ReaderName:#welovejemma debra 	 ReaderScreenName:leosjem 	 ReaderId:3353185817 	 userLocation:✝christian✝ 	 FollowersCount:334 	 FriendsCount:509 	 CreatedTime:False 	 Retweeted:4 	 RetweetCount:2015-10-26 14:51:15 
Tweet:*reads about magnus chase mentioning annabeth once in about one dialogue* MY HEART AND MY SOUL AND MY ONE TRUE QUEEN 	 ReaderName:raise the dead 	 ReaderScreenName:cursedbythegods 	 ReaderId:1318422486 	 userLocation:|xette|ekin|jai|yara|trexia| 	 FollowersCount:11152 	 FriendsCount:234 	 CreatedTime:False 	 Retweeted:4 	 RetweetCount:2015-10-26 14:49:14 
Tweet:@ChickenSand28 mehehehe abt the magnus chase book??? im planning to read it 	 ReaderName:jessica 	 ReaderScreenName:taehyqngie 	 ReaderId:162693221 	 userLocation:soo + v (　ﾟ∀ﾟ)o彡゜ 	 FollowersCount:3214 	 FriendsCount:796 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-26 14:23:00 
Tweet:Off to read Magnus Chase and The Gods of Asgard: The Sword of Summer!!! @camphalfblood https://t.co/j8MUAiRlk6 	 ReaderName:Ralph Zaballero 	 ReaderScreenName:arzeeville_ 	 ReaderId:1147641984 	 userLocation:At home, probably reading 	 FollowersCount:132 	 FriendsCount:173 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-26 14:14:21 
Tweet:i hope the "magnus chase and the gods of asgard" series does not wreck me like pjo and hoo did. im watching you, uncle rick 	 ReaderName:Fran 	 ReaderScreenName:ChickenSand28 	 ReaderId:945525379 	 userLocation:Phillippines  	 FollowersCount:128 	 FriendsCount:170 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-26 14:10:58 
Tweet:@RwbyAdam i meant the first boom of the series-- magnus chase. 	 ReaderName:Shannon 	 ReaderScreenName:magicxshannon 	 ReaderId:2379982099 	 userLocation:Very Important Potato 	 FollowersCount:187 	 FriendsCount:127 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-26 14:10:06 
Tweet:I entered to win signed copies of #MagnusChase books from @camphalfblood and @nymediaworks! https://t.co/GbP0RZDJ3L 	 ReaderName:ruth christensen 	 ReaderScreenName:ruthchristens13 	 ReaderId:2504227342 	 userLocation:Georgia, USA 	 FollowersCount:197 	 FriendsCount:1045 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-26 14:09:28 
Tweet:Great. Magnus Chase. I haven't even bought Percy Jackson &amp; the Olympians series. 	 ReaderName:Shannon 	 ReaderScreenName:magicxshannon 	 ReaderId:2379982099 	 userLocation:Very Important Potato 	 FollowersCount:187 	 FriendsCount:127 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-26 14:05:32 
Tweet:I have to sleep early bc I still have to pick up the magnus chase book I ordered tomorrow 	 ReaderName:the mighty fool aj 	 ReaderScreenName:heavenlyfinnick 	 ReaderId:2432029543 	 userLocation:Westeros 	 FollowersCount:1760 	 FriendsCount:904 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-26 14:02:04 
Tweet:I've never written anything in any book

I'm quite tempted to do so for all of Magnus Chase 	 ReaderName:NINJA 	 ReaderScreenName:NikanaAtsu 	 ReaderId:777972756 	 userLocation: 	 FollowersCount:109 	 FriendsCount:101 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-26 14:01:33 
Tweet:Magnus Chase and the Gods of Asgard, Book 1
https://t.co/kcUBlz7uQk https://t.co/BYAI4IOKVf 	 ReaderName: Hot New Releases 	 ReaderScreenName:shouhinsokuhou 	 ReaderId:3315473876 	 userLocation: 	 FollowersCount:1970 	 FriendsCount:2150 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-26 13:50:06 
Tweet:Me ha llegado Magnus Chase and the Gods of Asgard: The Sword of Summer en tapa dura y estoy chillando 😢😄 	 ReaderName:Eva 	 ReaderScreenName:Eva_Garri 	 ReaderId:1394899141 	 userLocation:Slytherin, Roca de Guía, Idris 	 FollowersCount:328 	 FriendsCount:317 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-26 13:39:45 
Tweet:Rereading Magnus Chase and I still think it's as awesome as the first time. How can I bee as good writer as you @camphalfblood ? 	 ReaderName:Eärien of Gryffindor 	 ReaderScreenName:imnymphadora 	 ReaderId:38989506 	 userLocation:Hogwarts/ Middle Earth/ TARDIS 	 FollowersCount:579 	 FriendsCount:459 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-26 13:35:16 
Tweet:I'm off to an amazing adventure. 📖 Current read: Magnus Chase and the Gods of Asgard: The Sword of Summer 	 ReaderName:Donn Zarny Han 	 ReaderScreenName:DnnZrnyHn 	 ReaderId:254984056 	 userLocation:Valenzuela, Philippines 	 FollowersCount:489 	 FriendsCount:133 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-26 13:33:49 
Tweet:RT @MsArdychan: My review of @camphalfblood Magnus Chase is now up on my blog: https://t.co/FGR8qBYv4Y #bookreview Fun, Fun, Fun! 	 ReaderName:Crystal Series 	 ReaderScreenName:crystalseries 	 ReaderId:1614016326 	 userLocation:book/author info at 	 FollowersCount:29773 	 FriendsCount:28421 	 CreatedTime:False 	 Retweeted:1 	 RetweetCount:2015-10-26 13:28:49 
Tweet:idc about the butt-in lines anymore I wanna read magnus chase my lines are tOO LONG 	 ReaderName:sydney 	 ReaderScreenName:fauxtrice 	 ReaderId:3343912814 	 userLocation:in the trash can °○° 	 FollowersCount:41 	 FriendsCount:74 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-26 13:22:23 
Tweet:My review of @camphalfblood Magnus Chase is now up on my blog: https://t.co/FGR8qBYv4Y #bookreview Fun, Fun, Fun! 	 ReaderName:Scare-dis 	 ReaderScreenName:MsArdychan 	 ReaderId:399907801 	 userLocation:California 	 FollowersCount:211 	 FriendsCount:445 	 CreatedTime:False 	 Retweeted:1 	 RetweetCount:2015-10-26 13:19:03 
Tweet:Magnus Chase and the Gods of Asgard. (y) 	 ReaderName:Nidj Jorda 	 ReaderScreenName:NidjMJorda 	 ReaderId:487241715 	 userLocation:Cebu, Philippines 	 FollowersCount:269 	 FriendsCount:371 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-26 13:09:19 
Tweet:The ONLY reason why John bought Magnus Chase was to show it to Ange and I'm like what 	 ReaderName:Jacob Sanchez 	 ReaderScreenName:jd2001z 	 ReaderId:2665793060 	 userLocation:Where I am right now 	 FollowersCount:81 	 FriendsCount:88 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-26 12:47:30 
Tweet:He turned around, quite surprised by @HeLuvesWill's sudden appearance.

"Magnus Chase, Son of Frey." 	 ReaderName:Magnus Chase 	 ReaderScreenName:SonOfFreyr 	 ReaderId:3961831154 	 userLocation: 	 FollowersCount:70 	 FriendsCount:89 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-26 12:45:44 
Tweet:I want the Magnus Chase book huhu 	 ReaderName:dg 	 ReaderScreenName:galegaligalleli 	 ReaderId:368265063 	 userLocation:nashryn's 	 FollowersCount:1046 	 FriendsCount:564 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-26 12:33:04 
Tweet:"A pen sword. That is the stupidest thing I've ever heard." 

ay magnus chase lagot ka sa boyfriend kan pinsan mo haha 	 ReaderName:kc 	 ReaderScreenName:kieshamidget 	 ReaderId:2543262356 	 userLocation:Naga City 	 FollowersCount:124 	 FriendsCount:100 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-26 12:32:34 
Tweet:though reading magnus chase is very very tempting I need to keep memorizing my lines frick naman oh bea 	 ReaderName:sydney 	 ReaderScreenName:fauxtrice 	 ReaderId:3343912814 	 userLocation:in the trash can °○° 	 FollowersCount:41 	 FriendsCount:74 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-26 12:32:17 
Tweet:🙃🙃🙃🙃🙃🙃🙃 thanks @camphalfblood you've ruined my life I'm going to quietly read my tear stained copy of Magnus Chase in the corner now 🙃🙃🙃🙃🙃🙃🙃 	 ReaderName:Tessa 	 ReaderScreenName:tessa_rosie 	 ReaderId:848994552 	 userLocation:idk my room probably  	 FollowersCount:245 	 FriendsCount:589 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-26 12:15:02 
Tweet:[BUKU BARU] Magnus Chase &amp; The Gods of Asgard • @camphalfblood • Harga Rp 96.000,- • https://t.co/I5LQ17DLZF • https://t.co/KRUML60exQ 	 ReaderName:Penerbit Noura Books 	 ReaderScreenName:NouraBooks 	 ReaderId:170280217 	 userLocation:Jagakarsa, Jakarta, Indonesia 	 FollowersCount:21232 	 FriendsCount:517 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-26 12:00:26 
Tweet:So many great new titles are being published this fall!  From the newest ("Magnus Chase and the Sword of Summer")... https://t.co/Kd9ugWouOd 	 ReaderName:Liberty Hill Library 	 ReaderScreenName:LHPL 	 ReaderId:26821547 	 userLocation:Liberty Hill, TX 	 FollowersCount:62 	 FriendsCount:1 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-26 12:00:02 
Tweet:RT @EricBeckerman: It never truly feels like October until I've got the new @camphalfblood book in my hands 😊 Can't wait to start reading M… 	 ReaderName:Tara 	 ReaderScreenName:Musiclover9926 	 ReaderId:2992366231 	 userLocation: 	 FollowersCount:71 	 FriendsCount:1154 	 CreatedTime:False 	 Retweeted:5 	 RetweetCount:2015-10-26 11:50:14 
Tweet:76% done with Magnus Chase and the Sword of Summer, by Rick Riordan https://t.co/Mkk6GFmrZN 	 ReaderName:Wattle 	 ReaderScreenName:whimsicalwattle 	 ReaderId:1632884588 	 userLocation:Australia 	 FollowersCount:236 	 FriendsCount:165 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-26 11:36:21 
Tweet:A copy of magnus chase would be PERFECT ☺☺☺ 	 ReaderName:miguel 	 ReaderScreenName:rainzoooo 	 ReaderId:3273107612 	 userLocation:Gravity Falls 	 FollowersCount:106 	 FriendsCount:111 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-26 11:33:17 
Tweet:Hoping to buy Magnus Chase and Isla and the Happily Ever After tomorrow! 	 ReaderName:Abigael Marie Datu 	 ReaderScreenName:abbyfoundnemo 	 ReaderId:575245651 	 userLocation:Manila | Westeros 	 FollowersCount:199 	 FriendsCount:159 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-26 10:35:25 
Tweet:should i read swagnus chase....i mean magnus chase? 	 ReaderName:spoopy geene 	 ReaderScreenName:docturwho 	 ReaderId:271228930 	 userLocation:@weIshcariad's percy | she/her 	 FollowersCount:3842 	 FriendsCount:3833 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-26 10:32:56 
Tweet:I want to read Magnus Chase! 😭 	 ReaderName:Rachel 卌 	 ReaderScreenName:NICHeyonalahat 	 ReaderId:1669901972 	 userLocation:BCD 	 FollowersCount:604 	 FriendsCount:720 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-26 10:25:13 
Tweet:RT @GRAMEDIA_PEMUDA: @AlvinaNaarah MAGNUS CHASE AND THE GODS OF ASGARD 1 THE SWORD OF SUMMER ready stock harga 96rb. Trims 	 ReaderName:Naarah 	 ReaderScreenName:AlvinaNaarah 	 ReaderId:3246625476 	 userLocation:Indonesia 	 FollowersCount:839 	 FriendsCount:69 	 CreatedTime:False 	 Retweeted:1 	 RetweetCount:2015-10-26 09:48:15 
Tweet:RT @aila_1woaa: Book Review: The Sword of Summer by Rick Riordan (Magnus Chase and the Gods of Asgard #1) https://t.co/9jFGUXwse2 https://t… 	 ReaderName:Cat The Great 	 ReaderScreenName:KainesCat 	 ReaderId:2187067698 	 userLocation:Charlottesville, VA 	 FollowersCount:945 	 FriendsCount:747 	 CreatedTime:False 	 Retweeted:2 	 RetweetCount:2015-10-26 09:41:28 
Tweet:No magnus chase book and no pewdiepie book. 😐 	 ReaderName:guadangelou. 	 ReaderScreenName:BatmansReckon 	 ReaderId:341391783 	 userLocation:221B Baker Street 	 FollowersCount:512 	 FriendsCount:155 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-26 09:35:42 
Tweet:@AlvinaNaarah MAGNUS CHASE AND THE GODS OF ASGARD 1 THE SWORD OF SUMMER ready stock harga 96rb. Trims 	 ReaderName:Gramedia Balaikota 	 ReaderScreenName:GRAMEDIA_PEMUDA 	 ReaderId:331522126 	 userLocation:Jl. Pemuda 138 Semarang 	 FollowersCount:1369 	 FriendsCount:507 	 CreatedTime:False 	 Retweeted:1 	 RetweetCount:2015-10-26 09:19:55 
Tweet:#INFOBUKU - Magnus Chase and the Gods of Asgard #1 : The Sword of Summer Harga Rp 81.600&gt;&gt;&gt; https://t.co/UolGVfYsxB https://t.co/5oMBdxXqYu 	 ReaderName:IG: bukukitacom 	 ReaderScreenName:bukukita 	 ReaderId:41553787 	 userLocation: 	 FollowersCount:122469 	 FriendsCount:1203 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-26 09:14:59 
Tweet:FINALLY GOT MAGNUS CHASE SO READY 	 ReaderName:Tessa 	 ReaderScreenName:tessa_rosie 	 ReaderId:848994552 	 userLocation:idk my room probably  	 FollowersCount:245 	 FriendsCount:589 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-26 09:07:22 
Tweet:Apparently, my plan for this afternoon is to start reading Magnus Chase. But mishaps really do happen. So. Well. Maybe next time (again) 	 ReaderName:mean 	 ReaderScreenName:snorrlax 	 ReaderId:167787946 	 userLocation:+63 	 FollowersCount:234 	 FriendsCount:320 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-26 08:58:18 
Tweet:Magnus Chase &amp; the Sword of Summer Book Review https://t.co/VSYIK94Unm on @bloglovin 	 ReaderName:Laura Foulds 	 ReaderScreenName:Lauraknowslife 	 ReaderId:2902983178 	 userLocation:York, UK 	 FollowersCount:1914 	 FriendsCount:1687 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-26 07:26:46 
Tweet:RT @aila_1woaa: Book Review: The Sword of Summer by Rick Riordan (Magnus Chase and the Gods of Asgard #1) https://t.co/9jFGUXwse2 https://t… 	 ReaderName:KreepyKrawlyKristen 	 ReaderScreenName:blissfulbkworm 	 ReaderId:3278778846 	 userLocation:Bristol, PA 	 FollowersCount:208 	 FriendsCount:260 	 CreatedTime:False 	 Retweeted:2 	 RetweetCount:2015-10-26 07:13:26 
Tweet:Book Review: The Sword of Summer by Rick Riordan (Magnus Chase and the Gods of Asgard #1) https://t.co/9jFGUXwse2 https://t.co/PKnsZvOv1P 	 ReaderName:Aila/Lt Scaredypants 	 ReaderScreenName:aila_1woaa 	 ReaderId:3022434069 	 userLocation:fl 	 FollowersCount:555 	 FriendsCount:746 	 CreatedTime:False 	 Retweeted:2 	 RetweetCount:2015-10-26 07:03:13 
Tweet:Magnus Chase &amp; the Sword of Summer Book Review https://t.co/VGgUVOovVz 	 ReaderName:Laura Foulds 	 ReaderScreenName:Lauraknowslife 	 ReaderId:2902983178 	 userLocation:York, UK 	 FollowersCount:1914 	 FriendsCount:1687 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-26 07:03:04 
Tweet:Magnus chase im will read you soon 	 ReaderName:D.E.O 	 ReaderScreenName:Wreid_James 	 ReaderId:1414395721 	 userLocation: 	 FollowersCount:112 	 FriendsCount:326 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-26 06:39:51 
Tweet:• Magnus Chase and the Gods of Asgard •

#TheSwordOfSummer by Rick Riordan.
~~~~~
#MagnusChase… https://t.co/jgCNQQILvT 	 ReaderName:Ashton Wilde 	 ReaderScreenName:Querido0328 	 ReaderId:359257647 	 userLocation:MNL, PH 	 FollowersCount:608 	 FriendsCount:407 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-26 06:20:23 
Tweet:y'all need to read magnus chase huehue 	 ReaderName:西亚 	 ReaderScreenName:IRENETHEAMAR 	 ReaderId:3237907320 	 userLocation:diamond life 	 FollowersCount:194 	 FriendsCount:135 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-26 06:05:06 
Tweet:my cousin brought his magnus chase copy (!!!) https://t.co/9sap5Mfauy 	 ReaderName:M 	 ReaderScreenName:hoznim 	 ReaderId:328879201 	 userLocation:MCMXCVIII 	 FollowersCount:72 	 FriendsCount:185 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-26 05:36:09 
Tweet:Book Review: Magnus Chase and the Gods of Asgard: Sword of Summer https://t.co/uUDOBzszFh 	 ReaderName:danissa macaraig 	 ReaderScreenName:DaniSauur_ 	 ReaderId:173050269 	 userLocation:♥ Elsewhere ♥ 	 FollowersCount:583 	 FriendsCount:553 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-26 05:31:14 
Tweet:This cover art is really cool. Also, Magnus Chase (I assume) is giving me some serious Kurt Cobain vibes right now. 	 ReaderName:Fictional Crush 	 ReaderScreenName:FictionalCrush 	 ReaderId:750389442 	 userLocation:The Interwebs 	 FollowersCount:26 	 FriendsCount:301 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-26 05:24:17 
Tweet:Just finished Magnus Chase: The Sword of Summer.

Rick Riordan does it again. 	 ReaderName:jayjay 	 ReaderScreenName:actuallyJay 	 ReaderId:3315891516 	 userLocation: 	 FollowersCount:60 	 FriendsCount:69 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-26 05:12:09 
Tweet:need cash for magnus chase pls pls 	 ReaderName:Trisha Luna ☽ 	 ReaderScreenName:heyyaitsmatrix 	 ReaderId:131020613 	 userLocation:jar of dirt ☠ 	 FollowersCount:985 	 FriendsCount:1872 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-26 04:53:29 
Tweet:@CassJayTuck i really hope Magnus Chase is in that list, i miss you cassy 	 ReaderName:Joenard Duldulao 	 ReaderScreenName:_joenard010 	 ReaderId:1850179387 	 userLocation: 	 FollowersCount:3 	 FriendsCount:23 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-26 04:41:50 
Tweet:magnus chase is so sassy 	 ReaderName:janelle 	 ReaderScreenName:tiblackthorn 	 ReaderId:2300669082 	 userLocation:1/3 beanies | denise is my jem 	 FollowersCount:812 	 FriendsCount:214 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-26 04:33:47 
Tweet:@nicodiangelone and a year-long supply of Magnus Chase 	 ReaderName:yana 	 ReaderScreenName:nicodiangelone 	 ReaderId:971115074 	 userLocation: 	 FollowersCount:5874 	 FriendsCount:54 	 CreatedTime:False 	 Retweeted:0 	 RetweetCount:2015-10-26 04:29:16 
